idd,t1,pr1,f1,f2,f3,o_o,pw1,re,x1,x2,x1r,x2r,z,a1
C3,24336,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,24445,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,24555,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,24688,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,24763,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,24875,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,24985,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25095,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25206,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25319,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25430,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25529,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25639,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25749,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25860,0.0182,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,25974,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26066,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26205,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26299,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26411,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26523,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26636,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26740,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26849,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,26957,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,27069,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,27207,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,27291,0.0183,50,50,50,TRUE,0,0,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
C3,27401,0.0183,50,50,50,TRUE,750,245.14,48.6,30.8,48.6,30.8,4.78 - 73.0j,0
